Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
6.272877007,0,0.75,0.388581117,0.630998505,1,1,0.333333333,0.333333333,1,1,0,0.727272727,0.4,1,0.75,0.6,0.77815125,0.5,0.367647059,0.540983607,1,0,0.1,0.5,0.333333333,0,0.666666667,1,1,0.5,0.75,0.25,0.166666667,0.215981573,0.666666667,0,0.379006038,0.333060556,1,0.5,1,1,0.764014211,0,0,0.71418187,0.333333333,0,1,0,0.5,0.23104906,0.333333333,0.772942881,0,0.666666667,0.6,0.8,0.299065421,0.666666667,0.5,0.341325811,0.666666667,1,1,0,0,0.362318841,0,0,0,0,0.75,1,0,0.442114109,0.250186815,0.666666667,0,12.20918779,1,1,0
6.198478716,0.407006649,0.75,0.490407837,0.389061226,1,1,0,0.333333333,1,0,0,0.363636364,0,1,0.75,0.2,0.77815125,0.885621875,0.477941176,0.93442623,0,0,0.1,0.1,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.333333333,0.07140326,0.5,0.111940299,0.110543428,0.131914894,1,0.5,1,0.666666667,0.398757792,0.331196581,0,0.549293707,0.333333333,0,0.333333333,0,0.375,0,0,0.470880288,1,0.666666667,0.6,0.8,0.607476636,0.333333333,0.25,0.169252468,0.666666667,1,1,0,0,0.057971014,0,0,0,0,0.5,1,0,0.836828837,0,0.666666667,0.75,11.79810441,0,0,0
6.131226489,0.407006649,0.75,0.388581117,0.329917853,1,1,0.333333333,0,1,0.5,0,0.181818182,0.4,1,0.75,0.2,0.698970004,0.630929754,0.433823529,0.983606557,0,0,0.3,0.2,0.333333333,0.100625,0.333333333,1,0.5,0.5,0.75,0.25,0.5,0.032778172,0.666666667,0,0.243381328,0.11603928,1,0.5,1,1,0.406963689,0.11965812,0,0.453307183,0.333333333,0,0.333333333,0,0.375,0,0.666666667,0.470880288,1,0.333333333,0.6,0.4,0.551401869,0.333333333,0.25,0.248236953,0.666666667,1,1,0,0,0.449275362,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,11.60823564,1,0,0
5.634789603,0.487991956,0.75,0.50869007,0.399404167,1,1,0,0.333333333,1,0,0,0.772727273,0.4,1,0.75,1,0.84509804,0.73248676,0.227941176,0.524590164,1,0,0.7,0.7,0.666666667,0.186875,0.333333333,1,0.5,0.75,0.75,0.25,0.333333333,0.069454288,0.666666667,0,0.356711565,0.1898527,1,1,1,1,0.469855304,0.462606838,0,0.636998624,0,0,0.666666667,0.5,0.5,0,0.333333333,0.712414374,1,0.333333333,0.6,0.8,0.289719626,1,0.5,0.356135402,0.666666667,1,1,0.336056009,0.213893967,0,0,0,0,0,0.75,1,0,0.442114109,0.500249004,0.666666667,0.75,12.16525065,0,0,0
6.486160789,0.923665934,0.25,0,0.050187673,1,1,0,0.333333333,1,0,0,0.090909091,0.4,1,0.5,1,0.77815125,0.73248676,0.286764706,0.655737705,0,0,0.6,0.5,0.666666667,0.238125,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.243845797,0.085924714,1,0.5,1,1,0.171149235,0.302884615,0,0.419061481,0,0,0.333333333,0.5,0.375,0,0.333333333,0.564575034,1,0,0.2,0.4,0.364485981,0.333333333,0.25,0.186177715,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.442114109,1,0.666666667,0.5,11.38509209,0,0,0
6.921658184,0.180103312,0.25,0.388581117,0.335012433,1,1,0,0.333333333,1,0,0,0.227272727,0.4,1,0.75,0.6,0.698970004,0.630929754,0.727941176,0.06557377,1,0,0.3,0.4,0,0,0.333333333,1,0.25,0.5,0.75,0.25,0.666666667,0.043763288,0.5,0.315468114,0.143985137,0.167266776,0.5,0.5,0,1,0.423230696,0,0,0.395625743,0.333333333,0,0.333333333,0,0.25,0,0.333333333,0.356207187,0,0,0.2,0.4,0.495327103,0.333333333,0.25,0.197461213,0.666666667,1,1,0,0.054844607,0.40942029,0,0,0,0,0.75,1,0,0.721057054,0.750186691,0.666666667,0.75,11.35040654,0,0,0
7.247080585,0,0.75,0.313618794,0.481974891,1,1,0.333333333,0.333333333,1,1,0,0.818181818,0.6,1,0.75,0.6,0.903089987,0.73248676,0,0.016393443,0,0,1,1,1,0.0525,0.666666667,1,1,0.75,0.75,1,1,0.164599575,0.666666667,0,0.25824431,0.24304419,1,1,1,1,0.559243777,0,0,0.522767457,0.333333333,0,0.666666667,0,0.375,0,0.666666667,0.564575034,1,0,0.2,0.8,0,0.333333333,0.75,0.531734838,0.666666667,1,1,0.196032672,0.29250457,0,0,0,0,0,0.75,1,0,0.836828837,0.250186815,0.666666667,0.75,12.55292652,0,0,0
6.400257445,0.407006649,0.25,0.321096624,0.378685467,1,1,0,0,1,0,0,0,0.4,1,0.75,0.2,0.77815125,0.815464877,0.514705882,0.950819672,0,0,0.1,0.1,0,0,0.333333333,0.666666667,1,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.362285183,0.127659574,1,0.5,1,1,0.320969356,0.31784188,0,0.500580705,0,0,0.333333333,0.5,0.375,0,0.666666667,0.564575034,1,0.333333333,0.8,0.4,0.261682243,0.333333333,0.25,0.383638928,0.666666667,1,0.5,0,0.296160878,0,0,0.2625,0,0,0.75,1,0,1,0.250186815,0.666666667,0.75,11.85651517,0,0,0
7.075808864,0.487991956,0.75,0.751625215,0.486627347,1,1,0.333333333,0.333333333,1,0.5,0,1,0.4,1,0.75,1,1,0.73248676,0.080882353,0.196721311,1,0,0.1,0.5,0,0,0.666666667,1,1,1,0.75,0.75,1,0.371367824,0.666666667,0,0.139340455,0.392144026,1,1,1,1,0.748032515,1.103098291,0,0.91810369,0.333333333,0,1,0.5,0.5,0,1,0.827087475,1,0.666666667,0.6,0.8,0.102803738,1,0.75,0.573342736,0.666666667,1,1,0.199533256,0.142595978,0,0,0,0.75203252,1,0.5,1,0,0.783091851,0.250186815,0.666666667,0.25,13.5211395,0,0,0
6.533788838,0.923665934,1,0.388581117,0.267713,1,1,1,0.333333333,1,0.25,0,0.818181818,0.4,1,1,1,0.84509804,0.73248676,0.022058824,0.06557377,0,0,0.3,0.2,0,0,0.666666667,1,1,0.75,0.75,0.25,1,0.042345854,0.666666667,0,0.144914073,0.090180033,1,1,1,1,0.189441396,0.294337607,0,0.42228621,0,0,0.666666667,0.5,0.25,0,0.666666667,0.356207187,1,0,0.2,0.4,0.028037383,0.333333333,0.5,0.338504937,0.666666667,1,1,0,0.109689214,0,0,0,0,0,0.75,1,0,0.442114109,0.250186815,0.666666667,0.75,11.9103584,1,0,0
7.183870715,0.795880601,1,0.298194064,0.230914551,1,0.5,0,0.333333333,1,0.5,0,0.818181818,0.4,1,1,0.6,0.84509804,0.73248676,0.007352941,0.016393443,0,0,1,1,0,0,0.666666667,1,1,1,1,0.25,0.833333333,0,0.666666667,0,0.627960985,0.221276596,1,1,1,1,0.529125236,0,0,0.494613379,0,0,0.666666667,0,0.25,0,0.666666667,0.470880288,1,0.333333333,0.8,0.8,0.009345794,0.666666667,0.5,0.328631876,0.666666667,1,1,0,0.440585009,0,0,0,0,0,0.75,1,0,0.557885891,0.250186815,1,1,12.24961095,0,0,0
6.9117473,0.668095268,0.75,0.388581117,0.426660151,1,1,0.333333333,0.333333333,1,0.5,0,0.545454545,0.2,0,0.25,0.6,0.698970004,0.815464877,0.227941176,0.524590164,0,0,1,1,0.666666667,0.1025,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.780306549,0.274959083,1,0.25,1,1,0.611324296,0,0,0.571451058,0,0,0.666666667,0,0.5,0.23104906,0.333333333,0.712414374,1,0,0.2,0.4,0.289719626,0.333333333,0.5,0.37235543,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.721057054,0.250186815,0.666666667,0.75,11.82704253,1,0,0
7.170888479,0.487991956,0.75,0.388581117,0.413679084,1,1,0.333333333,0.333333333,1,1,0,0.590909091,0.4,1,0.75,1,0.84509804,0.73248676,0.073529412,0.180327869,0,0,1,1,0,0.215,0.666666667,1,1,0.75,0.75,0.25,1,0.122962438,0.666666667,0,0.131908964,0.160065466,1,1,1,1,0.416882873,0.522435897,0,0.630108888,0,0,0.666666667,0.5,0.375,0,0.666666667,0.772942881,1,0.333333333,0.6,0.8,0.093457944,1,0.5,0.345557123,0.666666667,1,1,0,0,0,0,0,0,0,0.75,1,0,0.647685462,0.750186691,0.666666667,0.75,12.32385568,1,0,0
7.239214974,0.642706105,0.75,0.434908997,0.351629347,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0,0.698970004,0.73248676,0.286764706,0.655737705,0,0,0.6,0.6,0,0,0.333333333,1,0.5,0.5,0.75,0.75,0.666666667,0.136250886,0.666666667,0,0.044124477,0.141407529,1,0.5,1,1,0.375123488,0,0,0.350656297,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.564575034,1,0.333333333,0,0.8,0.364485981,0.666666667,0.25,0.203102962,0.666666667,1,1,0.2042007,0.263254113,0,0,0,0,0,0.25,1,0,1,0,0.666666667,0.75,11.71993963,0,0,0
6.922643891,0,0.75,0.388581117,0.429431534,1,1,0,0.333333333,1,0,0,0.363636364,0,1,0.75,0.6,0.77815125,0.73248676,0.433823529,0.950819672,0,0,0.3,0.2,0.666666667,0.12875,0.333333333,1,0.5,0.5,0.5,0.25,0.333333333,0.059532247,0.666666667,0,0.346493265,0.177086743,1,0.5,1,1,0.444820201,0,0,0.415807086,0,0,0.333333333,0,0.25,0,0.333333333,0.470880288,1,0.333333333,0.8,0.4,0.551401869,0.333333333,0.25,0.169252468,0.666666667,1,1,0,0.237659963,0,0,0,0,0,0.75,1,0,0.964984046,0.250186815,0.666666667,0.75,11.68855803,0,0,0
5.541263545,0,0.75,0.445638443,0.365182374,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.6,0.698970004,0.815464877,0.389705882,0.885245902,0,0,0.3,0.2,0,0,0.333333333,0.666666667,0.5,0.5,0.75,0.25,0.166666667,0.16335932,0.666666667,0,0.182071528,0.215057283,1,0.5,1,1,0.518336457,0,0,0.484528292,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0.8,0.495327103,0.666666667,0.25,0.207334274,0.666666667,1,1,0.291715286,0,0,0,0,0,0,0.75,1,0,0.721057054,1,0.666666667,0.75,11.88448902,0,0,0
7.187657164,0.487991956,0.75,0.602701261,0.402913232,1,1,0.333333333,0.333333333,1,0,0,1,0.4,1,0.75,1,0.84509804,0.73248676,0.132352941,0.31147541,0,0,0.6,0.6,0,0,0.666666667,1,1,0.75,0.75,0.25,1,0.119418852,0.666666667,0,0.035299582,0.122749591,1,1,1,1,0.437403164,0.460470085,0,0.619240129,0.333333333,0,0.666666667,0.5,0.375,0,0.666666667,0.712414374,1,0.333333333,0.6,0.8,0.168224299,0.666666667,0.5,0.3977433,0.666666667,1,1,0.280046674,0.071297989,0,0,0,0,0,0.75,1,0,0.721057054,1,0.666666667,0.75,12.15477935,0,0,0
4.49980967,0,0.75,0.388581117,0.357338376,1,1,0,0.333333333,1,0,0,0.681818182,0.4,1,0.75,0.6,0.602059991,0.73248676,0.095588235,0.213114754,0,0,1,1,0,0,0.333333333,1,1,0.75,0.75,0.25,1,0.104181432,0.666666667,0,0.18671621,0.16202946,1,1,1,1,0.411192039,0,0,0.3843723,0.333333333,0,0.333333333,0,0.375,0,0.333333333,0.470880288,1,0,0.2,0,0.018691589,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,1,0,0.836828837,0.250186815,0.666666667,0.75,11.72480582,0,0,1
3.465735903,0,0.75,0.388581117,0.368509092,1,1,0.333333333,0.333333333,1,1,0,0.272727273,0.4,1,0.75,0.6,0.698970004,0.815464877,0.308823529,0.049180328,0,0,0.6,0.6,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.57036693,0.200981997,1,0.75,1,1,0.492720648,0,0,0.460583257,0,0,0.333333333,0.5,0.375,0,0.666666667,0.564575034,1,0,0.2,0.8,0.392523364,0.333333333,0.25,0.191114245,0.666666667,1,1,0,0.118829982,0,0,0,0,0,0.5,1,0,0.721057054,0.500249004,0.666666667,0.75,11.91404782,1,0,0
6.180016654,0.556464057,0.25,0.321096624,0.127984665,1,0.5,0,0.333333333,1,0.5,0,0.227272727,0.4,1,0.75,1,0.84509804,0.94639463,0.691176471,0.081967213,0,0,0.4,0.4,0,0,0.666666667,1,1,0.5,0.75,0.25,0.666666667,0.052976612,0.666666667,0,0.28379006,0.14893617,1,1,1,1,0.38179209,0.486111111,0,0.60093048,0.333333333,0,0.333333333,0.5,0.5,0,1,0.643792813,0.25,0.333333333,0.8,0.8,0.878504673,0.333333333,0.25,0.115655853,0.333333333,0.333333333,1,0,0,0,0,0,0,0,0.75,1,0,0.721057054,0.750186691,0.666666667,0.75,11.9511804,0,0,0
4.96284463,0.407006649,0.75,0.450888743,0.367958551,1,1,0,0.333333333,1,0.5,0,0.363636364,0,1,0.75,0.2,0.698970004,0.630929754,0.426470588,0.967213115,0,0,0.8,0.1,0,0,0.333333333,0,0.5,0.5,0.75,0.25,0.166666667,0.089829908,0.666666667,0,0.187180678,0.14893617,1,0.25,1,1,0.379305115,0.253739316,0,0.503144124,0,0,0.666666667,0,0.5,0,0.333333333,0.564575034,1,0,0.2,0.4,0.093457944,0.333333333,0.5,0.507757405,0.666666667,1,1,0,0,0,0,0,0,0,0.5,1,0,0.721057054,1,0.666666667,0.75,12.01974307,0,0,0
6.69950034,0.795880601,0.25,0.388581117,0.240309336,1,1,0,0.333333333,1,0,0,0.681818182,0.4,1,1,0.6,0.77815125,0.73248676,0.029411765,0.081967213,0,0,1,1,0.666666667,0.105625,0.666666667,1,1,0.75,0.75,1,1,0.1172927,0.666666667,0,0.086391082,0.138788871,1,1,1,1,0.352601357,0,0,0.329603158,0.333333333,0,0.333333333,0,0.125,0,0.666666667,0.356207187,1,0.333333333,0.8,0.8,0.037383178,1,0.5,0.296191819,0.666666667,1,1,0.16336056,0,0,0,0,0,0,0.75,1,0,0.721057054,0.500249004,0.333333333,0.75,11.88103479,1,0,0
3.970291914,0.668095268,0.25,0.612936198,0.366852801,0,1,1,0,1,0.5,0.5,0,0.8,1,0.25,0.6,0.698970004,0.73248676,0.345588235,0.786885246,0,0,0.1,0.1,0,0,0,1,0.5,0.75,0.75,1,0.5,0.018426648,0.833333333,0.483039349,0,0.133551555,1,0.5,0,1,0.338044434,0,0,0.315995701,0.333333333,0,0.333333333,0,0.25,0,0.333333333,0.470880288,1,0,0.2,0.2,0.439252336,0.333333333,0.5,0.363892807,0.666666667,1,1,0.123687281,0,0,0,0,0,0,0.75,1,0,0.647685462,1,0.666666667,0.75,11.60823564,0,0,0
6.754604099,0.487991956,0.75,0.418208121,0.358667735,1,1,0,0.333333333,1,0,0,0.590909091,0.4,1,0.75,1,0.77815125,0.73248676,0.110294118,0.245901639,0,0,0.6,0.6,0,0,0.333333333,1,1,0.75,0.75,0.25,0.833333333,0,0.666666667,0,0.326056665,0.114893617,1,0.75,1,1,0.281097423,0.416132479,0,0.526851546,0,0,0.666666667,0.5,0.375,0,0.333333333,0.564575034,1,0.333333333,0.6,0.8,0.140186916,1,0.5,0.241889986,0.666666667,1,1,0,0.065813528,0,0,0,0,0,0.75,1,0,0.442114109,0.750186691,0.666666667,0.75,12.06681058,0,0,0
7.056175284,0.487991956,0.75,0.476078049,0.381277785,1,1,0,0.333333333,1,0,0,0.545454545,0.4,1,0.75,1,0.77815125,0.815464877,0.25,0.573770492,1,0,0.6,0.6,0.666666667,0.16875,0.666666667,1,0.5,0.5,0.75,0.25,0.666666667,0.078313253,0.666666667,0,0.213190896,0.147463175,1,0.5,1,1,0.392785548,0.498397436,0,0.610486714,0,0,0.666666667,0.5,0.5,0,0.666666667,0.712414374,1,0.333333333,0.6,0.8,0.317757009,0.666666667,0.5,0.380818054,1,1,1,0,0.126142596,0,0,0,0,0,0.75,1,0,0.783091851,0.500249004,0.666666667,0.75,12.1281111,0,0,0
6.899723107,0.556464057,0.25,0.648214304,0.510735928,1,0,0,0.333333333,1,0.5,0,0.227272727,0,1,0.75,1,0.903089987,1,0.933823529,0.393442623,0,0,0.1,0.1,0,0,0.666666667,0.666666667,0.25,0.5,0.75,0.25,0.333333333,0.03827073,0.666666667,0,0.325127729,0.149918167,1,0.75,1,1,0.38179209,0.441239316,0,0.584270998,0,0,0.333333333,0.5,0.5,0,0.666666667,0.712414374,1,0.333333333,0.8,0.8,0.785046729,0.333333333,0.5,0.299012694,0.666666667,1,0.5,0,0.308957952,0,0,0,0,0,0.75,1,0,0.964984046,0.750186691,0.666666667,0.75,12.03171926,0,0,0
7.214504414,0.923665934,1,0.388581117,0.095438705,1,1,0,0.333333333,1,0,0,0.818181818,0.4,1,0.5,1,0.77815125,0.73248676,0.073529412,0.180327869,0,0,0.3,0.2,0.666666667,0.135,0.666666667,1,1,0.75,0.75,0.25,1,0.066973777,0.666666667,0,0.175568974,0.123731588,1,1,1,1,0.315594486,0.429487179,0,0.548171046,0,0,0.666666667,0.5,0.375,0,0.666666667,0.470880288,1,0,0.2,0.4,0.093457944,0.333333333,0.5,0.310296192,0.666666667,1,1,0,0.058500914,0,0,0,0,0,0.75,1,0,0.721057054,1,0.666666667,0.75,12.08672589,1,0,0
6.476972363,0.975983912,0.25,0,0.077946283,1,1,0,0.333333333,1,0,0,0.045454545,0.4,1,0.5,0,0.602059991,0.815464877,0.272058824,0.62295082,0,0,0.9,0.9,0,0,0.333333333,1,0.5,0.75,0.75,0.75,0.333333333,0.023210489,0.833333333,0.3385346,0,0.103109656,1,0.75,1,1,0.240145793,0,0,0.224482437,0.333333333,0,0.333333333,0,0.125,0,0.333333333,0.208367847,1,0,0.2,0,0.018691589,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,0,1,0.250186815,0.666666667,0.75,11.34450681,0,0,1
6.586171655,0,0.75,0.521832514,0.454914634,1,1,0.333333333,0.333333333,1,0,0,0.136363636,0.4,1,0.75,0.6,0.954242509,0.73248676,0.014705882,0.032786885,1,0,0.9,0.9,1,0.2125,1,1,1,1,0.75,0.25,1,0.218639263,0.666666667,0,0.215513237,0.277905074,1,1,1,1,0.615357372,0,0,0.575221079,0.333333333,0,0.666666667,0,0.375,0,1,0.712414374,1,0.333333333,0.8,0.8,0.018691589,1,0.75,0.541607898,0.666666667,1,1,0.381563594,0.117001828,0,0,0,0,0,0.75,1,0,0.278942946,0.750186691,0.666666667,0.75,12.67607627,0,0,0
6.356107661,0.407006649,0.75,0.495063747,0.367037527,1,1,0,0.333333333,1,0,0,0.363636364,0.4,1,0.75,0.2,0.698970004,0.73248676,0.448529412,0.967213115,0,0,0.3,0.2,0,0,0.333333333,1,0.5,0.5,0.75,0.25,0.166666667,0.078313253,0.666666667,0,0.181142592,0.136170213,1,0.5,1,1,0.345392885,0.205128205,0,0.457109413,0,0,0.333333333,0,0.25,0,0.333333333,0.564575034,1,0,0.2,0.4,0.570093458,0.333333333,0.25,0.236953456,0.666666667,1,1,0.184364061,0,0.184782609,0,0,0,0,0.75,1,0,0.926628408,0.500249004,0,0.25,11.68266824,0,0,0
6.591673732,0.668095268,0.75,0.517503342,0.426234215,1,1,0,0.333333333,1,0.5,0,0.363636364,0.4,1,0.25,0.6,0.698970004,0.73248676,0.375,0.852459016,0,0,1,1,0.666666667,0.059375,0.333333333,1,0.5,0.5,0.75,0.25,0.833333333,0,0.666666667,0,0.735717603,0.259247136,1,0.5,1,1,0.632353781,0,0,0.591108908,0.333333333,0,0.666666667,0,0.5,0.23104906,0.333333333,0.772942881,1,0,0.2,0.4,0.38317757,0.333333333,0.75,0.626234133,0.666666667,1,1,0,0.045703839,0,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0,0.25,11.60823564,0,0,0
6.741700695,0.487991956,0.75,0.471175462,0.385460435,1,1,0,0.333333333,1,0,0,0.454545455,0.4,1,0.75,1,0.84509804,0.73248676,0.117647059,0.278688525,0,0,0.6,0.6,0.666666667,0.085625,0.666666667,1,1,0.75,0.75,0.25,0.666666667,0.090892984,0.666666667,0,0.105434278,0.12111293,1,1,1,1,0.417259237,0.410790598,0,0.590909668,0.333333333,0,0.666666667,0.5,0.375,0,0.666666667,0.643792813,1,0.333333333,0.6,0.8,0.14953271,0.333333333,0.5,0.299717913,0.666666667,1,1,0.273045508,0.131627057,0.347826087,0,0,0,0,0.75,1,0,0.783091851,0.750186691,0.666666667,0.75,12.26904744,0,0,0
5.888877958,0.642706105,0.75,0.388581117,0.344043051,1,1,0.333333333,0.333333333,1,1,0,0.409090909,0.4,1,0.75,0,0.77815125,0.815464877,0.213235294,0.491803279,0,0,1,1,0,0,0.333333333,1,0.5,0.75,0.75,0.75,1,0.136959603,0.666666667,0,0.053413841,0.145335516,1,1,1,1,0.380135924,0,0,0.3553418,0.333333333,0,0.333333333,0,0.25,0,0.333333333,0.470880288,1,0.333333333,0.6,0.8,0.271028037,0.666666667,0.5,0.33145275,0.666666667,1,1,0,0,0,0,0.4,0,0,0.5,1,0,0.721057054,0.250186815,0.666666667,0.75,11.95761129,1,0,0
1.609437912,0.487991956,0.75,0.513122936,0.46876115,1,1,0.333333333,0.333333333,1,0.25,0,1,0.4,1,0.75,1,0.903089987,0.73248676,0.058823529,0.147540984,0,0,1,1,0.666666667,0.21875,0.666666667,1,1,0.75,0.75,0.75,1,0.116052445,0.666666667,0,0.22758941,0.187397709,1,1,1,1,0.466237052,0.5625,0,0.666522882,0.333333333,0,0.666666667,0.5,0.5,0,0.666666667,0.772942881,1,0.333333333,0.6,0.8,0.074766355,0.666666667,0.75,0.589562764,0.666666667,1,1,0.22403734,0.153564899,0,0,0,0,0,0.75,1,0,1,0.500249004,0.666666667,0.75,12.4292162,0,0,0
